,Brain.e10.5,Brain.e11.5,Brain.e12.5,Brain.e13.5,Brain.e14.5,Brain.e15.5,Brain.e16.5,Brain.e17.5,Brain.e18.5,Brain.P0,Brain.P3,Brain.P14,Brain.P28,Brain.P63,Cerebellum.e13.5,Cerebellum.e14.5,Cerebellum.e15.5,Cerebellum.e16.5,Cerebellum.e17.5,Cerebellum.e18.5,Cerebellum.P0,Cerebellum.P3,Cerebellum.P14,Cerebellum.P28,Cerebellum.P63,Heart.e10.5,Heart.e11.5,Heart.e12.5,Heart.e13.5,Heart.e14.5,Heart.e15.5,Heart.e16.5,Heart.e17.5,Heart.e18.5,Heart.P0,Heart.P3,Heart.P14,Heart.P28,Heart.P63,Kidney.e11.5,Kidney.e12.5,Kidney.e13.5,Kidney.e14.5,Kidney.e15.5,Kidney.e16.5,Kidney.e17.5,Kidney.e18.5,Kidney.P0,Kidney.P3,Kidney.P14,Kidney.P28,Kidney.P63,Liver.e10.5,Liver.e11.5.2,Liver.e12.5,Liver.e13.5,Liver.e14.5,Liver.e15.5,Liver.e16.5,Liver.e17.5,Liver.e18.5,Liver.P0,Liver.P3,Liver.P14,Liver.P28,Liver.P63,Ovary.e10.5,Ovary.e11.5,Ovary.e12.5,Ovary.e13.5,Ovary.e14.5,Ovary.e15.5,Ovary.e16.5,Ovary.e17.5,Ovary.e18.5,Ovary.P0,Ovary.P3,Ovary.P14,Ovary.P28,Ovary.P63,Testis.e10.5,Testis.e11.5,Testis.e12.5,Testis.e13.5,Testis.e14.5,Testis.e15.5,Testis.e16.5,Testis.e17.5,Testis.e18.5,Testis.P0,Testis.P3,Testis.P14,Testis.P28,Testis.P63
Rpl13,14.92454375,14.41220289,8.542615603,7.253157332,7.762502019,7.2653014,6.725308553,5.909303886,9.48637142,6.43597398,5.766883261,4.335807988,4.19550034,3.835512798,6.665196673,6.382745174,6.452209259,7.051380222,5.447960162,8.758899783,5.884255921,6.485139689,3.923827249,3.514702213,3.727636329,18.02468561,18.25399231,11.1062791,10.17084361,13.03060208,12.85990233,13.60902452,10.85898404,10.85585436,13.15879825,10.80606057,7.252681395,6.931419731,9.007264777,16.05934226,13.77871118,13.88719358,15.62749633,14.76044023,14.46557739,13.47753185,14.23057155,14.7513012,14.23147265,7.300259503,5.006467147,6.773196261,17.08350559,15.5896197,18.93548886,20.85899653,20.97370839,19.97783085,19.24230008,24.68255744,23.45533268,12.89516657,12.36950609,8.287704034,6.997859243,7.207200401,13.54713585,12.24291399,10.41708469,12.16947444,13.06580053,11.10698131,9.95735963,11.78495217,15.75017431,12.98079165,8.696446892,12.67070214,10.39134544,9.753814286,10.91757605,13.20970111,9.85141852,12.44992801,13.51590826,9.457873952,9.391890057,9.992425077,13.23278552,9.17683664,8.681901246,6.281034402,3.367518696,3.924631235
Rpl3l,0.019005994,0.019857154,0.019029631,0.018229415,0.030298319,0.072396139,0.051382205,0.039197794,0.063564751,0.080893478,0.075507337,0.383596615,0.105216747,0.270720414,0.083678942,0.080775585,0.094528484,0.056290464,0.08215106,0.070760251,0.111826825,0.123876177,0.464245933,0.359562495,0.370014025,0.183314958,0.163547672,0.216920912,0.367461115,0.301289833,0.281854963,0.646241636,1.067135494,1.403651298,3.395301015,5.334928455,82.50230135,172.1909293,299.7472881,0.053114259,0.026614273,0.048713729,0.0557927,0.045606922,0.041873539,0.067330503,0.136156528,0.243891571,0.248472898,0.351049293,0.73693639,1.132405149,0.031396161,0.014820294,0.010117915,0.036524313,0,0,0.028420611,0,0.185996954,0.128620982,0.121330517,0.036836429,0.167329751,0.118450866,0.027688193,0.539697119,0.344166702,0.369809739,0.333499306,0.183661631,0.327007504,0.147532643,0.101880889,0.14288903,0.049331864,0.02441643,0.017852632,0.048434173,0.033294727,0.175214056,0.891119101,0.48249312,0.693919202,1.777624959,2.445487113,1.27229765,1.534418911,0.892597997,0.330386939,1.492512127,0.466823355,0.321448305
Rps11,865.6279592,967.1970126,557.6415987,430.1502554,383.1036846,319.2736531,272.0978092,249.2945154,317.8357229,244.9666456,221.0177965,135.2524587,121.5415055,133.9799081,331.1594758,307.6412145,273.4719339,259.9937611,213.0016503,265.8144411,228.3910382,226.4503686,129.126367,123.7049983,114.2686919,821.216102,725.560497,484.6616223,508.6885673,551.1405588,509.6599145,488.1672792,428.0710873,422.9868433,408.046113,390.3759146,346.8085699,326.9959181,313.5618082,638.1410328,637.6456545,601.2936627,598.1729647,544.7419095,529.8604857,537.1185266,505.7818368,468.1660976,449.3601789,314.3798574,261.8286396,267.4565369,845.4996384,801.1064712,845.38488,682.7320647,747.6653382,633.9869237,523.5067632,567.0707183,538.2120851,448.9249741,463.8906721,330.0013532,352.7177731,310.3877303,746.6893047,624.9998686,584.8802401,571.4646667,649.8984922,531.4278486,525.5266008,476.1035644,432.7869173,512.2915242,460.0202025,580.9572971,497.0133283,433.4534766,651.1951969,555.9803944,624.9041504,624.5525828,587.6559493,500.5466874,471.2880289,452.6771439,406.6725913,469.5878473,492.0063332,264.8704185,149.3753316,152.5600045
Rpl8,1151.385426,865.8929444,536.0646901,505.2520035,548.3277088,434.2790853,434.1491775,407.0674267,377.9212057,338.5913538,331.5384373,185.2927091,196.7933073,218.5273202,428.4008007,450.1896345,393.311833,351.8445749,401.9017358,318.7300296,332.2682235,363.3840003,227.8522994,198.1210713,207.6851615,1029.844412,810.6710679,618.549278,674.4358801,608.938938,633.5270643,536.6924483,522.2940165,535.7864347,538.5619305,489.6472724,354.2538101,326.316284,423.6627811,850.9607591,858.7241593,834.7981195,699.1677907,662.0416365,681.3209753,628.3793765,613.0545661,606.9477195,514.731465,353.2006535,405.7078037,366.3092498,1339.056547,1095.494375,1520.364034,1432.575053,1530.872029,1175.577052,917.5709658,883.172293,615.9396455,836.2138123,920.1999216,497.0324758,514.2794864,579.4781918,945.2950885,766.490319,702.4472405,752.863493,792.7187184,722.5871953,584.8298278,709.5115921,623.943904,685.9379466,599.2655196,699.5827534,658.5790102,613.9805102,793.879499,767.8010638,923.5943895,873.2692972,946.7394122,772.9067339,702.1812021,668.0303332,578.1771694,595.6731604,533.5305973,358.34051,275.9941261,252.4206676
Rps9,299.5015451,236.4049562,158.3504015,157.5388624,160.4704592,124.4615472,122.3075078,101.4326612,108.4128645,82.71124037,83.34326038,50.04056435,45.57835157,47.59904201,130.0718762,126.3881637,102.7278262,84.48346034,100.4654558,85.96308185,81.05072499,96.70935901,57.59009306,58.34246297,53.4619721,247.1490333,194.4484834,171.0533081,201.9041474,164.745106,179.2125417,153.6499168,150.1791533,158.928218,157.5959114,144.3121826,110.5341174,107.5035838,129.4010433,238.3708665,225.7632812,240.8865265,196.6772693,191.7601285,206.6533111,185.6033704,190.570291,181.6399833,160.3357841,113.6053655,98.00069664,81.48539138,329.9995535,236.2909636,338.5563493,320.9715236,356.1108586,271.423857,216.5359774,197.3011543,196.3197589,240.1570826,250.6532076,144.2839406,139.9411095,159.405319,213.1099237,205.3959013,191.6116612,196.6047063,232.4469672,196.5646974,177.9139786,206.5743737,181.7742378,181.7056753,151.7158641,233.4310932,208.008451,195.7675142,179.9948432,172.820237,186.1781832,201.9494696,227.5399078,171.3806967,137.3260695,157.744975,166.8723695,141.0259746,124.5013755,68.44483674,37.99292942,36.9204811
Rpl10,13.64430229,15.3500563,11.35202259,11.11620181,9.409821906,9.42576782,10.13266927,8.23116052,9.687016432,7.915788637,8.493996261,3.054101835,3.351587866,3.666057964,9.649687466,8.405733545,8.998418949,9.108205438,6.912945781,7.310989062,6.966965802,7.909527496,4.166470763,3.869397686,3.980900698,13.27050567,12.15610336,7.989968936,11.36865315,9.306817938,11.48722044,10.44586491,10.77495236,9.533078204,9.739139588,9.950549345,6.80654553,4.929694756,6.438297376,14.72672197,15.75579246,14.52915378,13.49932405,13.3234679,13.54929727,12.85597616,11.10100328,12.75490317,12.12224482,8.014776825,6.586266315,6.932258339,19.30028068,14.00950498,23.53333081,23.44256042,22.38263697,19.70067429,20.29235816,16.96372842,16.398596,14.10037116,17.03985534,15.58788186,13.50146869,12.29907418,18.5143474,11.73473413,11.45527277,12.06682581,13.48288394,13.04139841,11.28060637,11.37063896,11.82444577,15.28368417,12.6246597,15.41215253,16.10670426,13.45949355,12.85050868,10.51857946,9.222521771,12.52542042,11.25187066,11.10660899,9.783055834,11.16151013,11.83329623,11.16273683,9.863295449,4.527712902,0.974088321,0.699394108
Rps15a,56.01050867,62.55374358,36.87803853,34.26519161,33.72919678,31.92295021,41.50817899,31.76737101,35.03438471,33.15884539,32.428874,15.43219743,16.50253423,17.82332854,30.79902984,29.82943066,29.60027255,33.38452504,26.62485245,31.86111001,31.06171112,36.85931179,19.22812098,20.41765607,20.98825777,43.46960022,42.34297313,30.29939786,35.85060992,26.99703497,32.45864664,31.58798455,27.46229592,29.99326272,29.04512283,26.33876229,18.94259964,17.5946874,21.27389934,35.57148311,39.22480508,41.38376347,28.36000005,32.98684179,36.3214557,29.23631265,32.26032217,36.75122832,32.85748199,18.72742288,14.69271101,14.21218403,63.66695947,35.45953324,54.97003074,57.87141515,62.70225671,50.93555499,55.83800282,43.39431363,49.79306262,42.48328261,43.76160805,28.14616235,24.37201355,22.37546272,33.13472192,38.12049655,36.59994968,37.84924314,55.09449563,41.55480083,49.73465877,35.20176454,35.68791058,48.77846086,33.56417326,38.48474558,38.08244298,32.85754949,27.739775,28.05084964,41.77668295,40.40877532,42.12133723,40.32266227,43.50575891,33.42186182,36.16767629,25.6630334,25.59636941,19.24542642,11.10924367,10.79177784
Rps25,186.6387051,225.2334903,101.5893852,88.15161929,100.0505464,101.855003,95.7849886,86.9654245,93.44441779,87.83957157,88.43074197,54.19467687,54.46882979,54.89209191,74.18631429,91.37459441,87.81402338,79.07781914,72.32897277,80.32122654,78.89113512,88.60077381,60.22598111,52.04721973,55.8785884,220.4821531,204.6227054,132.230381,131.5580783,129.6110532,140.2984869,137.4015061,133.194521,136.3982659,139.5195105,132.6346985,104.8791018,97.81265775,125.0903014,170.5909039,161.6285793,176.7909716,152.0184695,143.671036,139.568668,132.3788399,139.3041189,148.1763882,138.6338179,95.14519868,91.52834944,103.0892655,212.8431787,168.7612958,250.743561,243.4998609,320.7828732,274.089705,258.170919,247.8022524,273.9849877,223.7306035,227.2160079,149.5296396,166.0150049,174.1986208,143.9206228,125.2342721,109.8268047,118.1403901,175.1811865,138.8409393,143.7131576,138.6218964,141.1796796,178.0930406,118.8949088,154.3894624,140.7716836,124.0989208,105.3075417,103.3684784,123.0080959,133.3302566,155.7779164,134.3351898,113.0711726,117.7581534,142.2096506,121.325319,122.0617845,80.85920516,72.10016688,79.64999485
Rpl15,34.93967759,51.28170213,38.66463237,26.32711848,23.07085387,26.71543445,34.08464528,30.16502302,56.14066541,39.51342677,48.97648849,24.67959067,23.95352557,20.89806996,33.87212997,37.44183758,34.10715778,52.83717018,33.56135977,58.93042505,55.28006948,57.69658178,23.74795802,16.70576558,17.11312263,29.27422813,44.15664268,31.27822094,21.53199587,26.348018,24.08888773,23.45331414,26.17069905,23.53046492,24.16656356,30.00805846,18.67513336,26.16027249,26.36950386,40.0001925,33.14172581,31.38350972,30.28810396,28.6987762,27.89679275,27.31233172,29.09427145,27.05811136,29.42691446,20.87159535,29.28917274,26.07556789,38.5611763,39.02517889,31.94636834,26.51798285,28.07388844,19.26971054,23.17362793,21.37831645,24.86086811,16.18156106,19.01860792,18.7731612,28.58217958,23.77802522,36.48058184,39.73797145,29.76977328,26.13204894,30.08112453,18.87157412,24.26418362,16.45890013,32.57690055,27.20896816,20.57081309,23.57110849,24.95038314,18.8164615,32.72281313,38.49362391,22.5794094,24.79162275,23.17067713,16.2833382,18.59956662,15.59119729,23.65486544,14.20608771,18.26096687,7.484899162,2.437126129,2.335678859
Rps5,400.0289542,323.3581311,214.1006029,203.6414311,213.512058,186.8826643,201.502976,161.1796861,168.6526603,166.9445939,153.3633375,72.02746317,62.39491463,70.42626602,185.4296656,166.7645558,158.5958745,150.0529089,137.9019047,136.8148251,151.104984,155.4307717,66.5626761,56.11664839,63.94432779,379.3942124,314.2690724,248.6224538,282.2787301,271.3946075,266.1246719,238.4085611,221.8228114,218.4285206,202.3410207,180.1318777,140.5617962,139.1536797,154.0152787,325.9693019,318.6252798,335.4122264,293.2405412,289.260024,274.2139893,284.1468392,292.5135644,243.9519793,224.3093353,139.6101257,105.8926579,103.942191,449.7860124,434.3643232,488.5191329,582.3516349,561.3525582,457.5360461,379.191858,317.7952063,343.7050828,452.7389571,422.4672373,239.8146517,232.6396375,247.6518998,369.2006063,363.3363379,333.1199938,350.3330184,378.7703238,345.5247049,312.5535362,305.6042598,298.2635602,328.0367578,253.380956,335.6613999,249.3399474,243.8084314,316.8979592,334.2042085,323.981467,352.9574492,327.9956053,286.0922771,252.8012079,264.9401261,240.3417119,252.689424,231.9310173,126.7411358,58.51121687,52.0166651
Rpl19,104.4052257,90.81715822,48.2218148,54.55140049,64.08806737,50.46188195,51.62980096,48.08783583,38.47215449,51.15963347,50.40343936,36.24854803,35.4381973,36.62384469,46.14297929,53.47295534,45.69060181,41.75778526,41.44344036,33.50409697,47.96736432,56.83252781,39.30442763,31.72917806,34.60240325,99.66332812,75.34135302,62.57523085,71.89158453,59.13997793,58.32372701,55.15032831,52.93296441,54.39014694,58.6739287,50.61800644,42.77056762,37.31665149,38.82918433,80.94688173,84.55990299,82.70832387,65.89961664,60.17956158,59.97240726,62.46152294,60.47940499,63.86696132,55.47376702,43.28921423,38.55613969,37.80675995,115.72996,105.22841,146.9432784,142.4421004,153.238691,125.2721124,101.6219587,85.78771062,82.68399228,123.0841921,120.1375967,99.52849755,93.21565593,92.57123584,91.53243406,83.7947762,76.90987231,75.19788495,93.50807469,82.34387982,73.03332156,72.58835082,52.46133663,82.71828856,66.41015651,85.58877034,87.82998884,78.01343123,77.94239972,69.51538871,89.90199296,84.0060479,82.96981032,76.31808515,67.07472042,71.15595821,53.55157488,60.9198578,57.93358691,48.28087117,24.06735456,23.49876436
Rps14,292.7487639,208.3536191,164.67345,159.77584,163.6554429,143.4683345,148.161777,113.049019,136.2263301,119.1480668,117.3469344,72.57970488,71.81572955,81.4948949,127.5483269,128.4217135,121.4433384,111.9063357,86.83876917,99.9399313,105.4621783,111.5459893,69.54630497,59.00773029,61.19460678,272.0872479,261.8339755,242.0172245,225.4331837,194.2352948,230.9870832,222.7711814,182.2416032,218.3306579,157.0198506,163.198851,148.4707603,151.6694905,143.1625719,256.6740414,250.5696115,276.6482876,188.1257135,243.0070655,236.2572394,228.546921,266.3086639,221.4249218,206.9954049,149.5104734,119.7472115,112.7174258,359.1041254,301.940698,318.6246689,359.3084243,361.7358093,305.9900035,237.1765655,211.4672158,253.1273506,336.7793586,346.9922736,270.5322161,211.8128975,196.9034699,271.7958163,243.0178239,254.0684538,235.9950394,290.0261642,271.3031655,233.2252136,230.6626381,259.0407383,293.7933417,221.6855574,266.357981,238.0554523,222.2605154,244.1518532,269.3612863,251.1260211,263.6459372,242.375063,241.796737,213.5134909,201.0617479,209.2484973,235.4077403,220.7943819,129.8688456,114.4874949,87.59778481
Rps24,766.6842694,608.4135854,435.3135591,434.3333439,340.6430452,445.7351062,181.1985492,446.7497305,227.9509937,335.1113088,272.925831,197.3638716,157.9315985,157.0721351,367.6121018,301.0066022,404.6376562,172.3194154,447.0516229,219.0776183,355.3750157,299.9513872,175.4467661,131.3134188,168.3135211,753.17948,452.103339,534.6818401,614.6471492,340.816788,497.886596,253.5246234,434.6621594,474.2838381,411.104803,327.4715639,309.5159842,327.3762775,237.18736,828.948926,514.7137317,685.1394207,428.7633766,552.3977128,304.9409404,558.9478353,450.5174278,518.9041637,401.5497813,302.1410413,270.5092749,172.2485846,738.3756439,455.588166,826.5476173,902.8824259,704.7190566,1001.601979,327.8424113,850.7975595,637.2805347,860.50136,756.2486529,501.1567977,436.5514495,394.2391791,559.7940439,557.0629268,372.0909062,474.1623636,622.5675095,799.7363348,365.3218816,589.0403751,419.8985197,748.0449143,477.1513671,660.3574946,474.1851879,539.1974183,478.1899132,501.4023475,459.5458912,599.9965996,817.0671953,682.0134517,269.163817,565.0989176,493.1327122,671.6012043,579.9611042,406.4791425,361.8257563,303.6611903
Rps26,783.2559806,702.5636193,402.3429531,484.1399962,736.7242634,544.7507889,418.7351585,657.5490295,247.9694277,342.8205526,332.548752,188.5661698,100.6552982,109.3716006,411.7083947,495.0317215,500.5721023,303.8700419,523.7785986,222.4685177,349.899655,290.459741,147.2370294,107.7800154,114.0344738,869.9402385,469.8241074,440.8325336,617.831466,519.2902718,474.9777628,441.3912959,354.5742279,315.3572504,302.8524138,275.8059242,171.2329048,122.027888,163.3328172,811.3219909,906.5326675,684.2789322,706.3278723,512.2668203,525.2491565,545.6057168,524.8137844,388.1444425,352.6514471,200.1936854,151.1412721,145.910822,855.9459407,788.7594628,1101.819917,1070.408943,1507.931088,1328.409485,804.4293751,988.5254503,483.2821392,780.6057333,837.4132058,495.9186899,404.0621735,398.6263141,640.0408178,681.1682533,727.6168131,653.4191631,1006.57847,1010.392822,619.3453835,1163.891159,466.1742746,606.6252258,583.8084569,638.0882568,508.2675761,439.4399376,607.9688523,630.9344048,718.8639012,714.852282,1103.288411,854.4416901,518.104248,762.7060689,396.9487737,991.234985,929.1839789,355.3069197,189.9899318,273.1154559
Rplp2,145.7433694,124.484667,52.01265828,43.0197619,38.61004654,39.31215385,30.72441614,26.35337268,39.68611585,22.8509708,24.30671437,16.59567947,15.0754096,15.45464564,34.24880334,34.109471,35.9683198,30.66987703,29.84351207,33.43284325,23.61203661,30.1912823,15.9318807,16.48277978,16.07075427,105.8518471,64.34434107,45.94754303,55.91567347,59.6874015,59.83713983,51.17707703,54.36428914,40.65158765,65.53694115,58.14706724,28.00509267,28.86333248,56.58894119,72.67168737,82.07897008,84.5547596,73.04193366,48.42853752,65.38539931,50.68991543,44.02584818,79.0026512,61.43037066,24.08683478,25.52895562,33.24777786,164.2288586,86.7427486,110.7225852,82.94742105,102.2948057,102.4965179,78.06925637,85.5226366,94.31054154,54.13240842,54.99901964,37.95142372,38.93898137,34.11638816,78.68940907,96.33930162,71.71184876,74.67455565,89.0924151,76.81514105,81.29452402,64.70279192,66.54676771,72.89868309,56.35118981,64.93675628,47.79283607,51.43638227,63.85730874,66.41290333,92.78364095,91.72858975,97.67620533,70.08810953,63.34952726,67.94432378,68.86652768,39.99380476,38.78018132,27.5720473,13.74679108,11.46901153
Rpl14,278.1379028,276.5909119,136.0966075,88.8961981,86.21281682,72.72124761,62.56651986,58.33104954,87.08885871,52.04357442,44.18228101,26.38623578,32.28082939,33.88946905,85.35701825,72.98058743,79.32311601,76.72208405,65.94252283,77.75268879,65.57829691,54.60964942,25.28307699,24.30027166,28.66741983,250.695849,246.5003863,146.7524555,128.9041743,134.7405192,144.6240098,128.4898677,119.4534613,114.4361488,125.0804143,118.1153229,71.33482965,78.66191139,87.22630241,188.8306991,186.6795518,181.3844843,188.331628,174.6374932,164.1576785,153.2956125,159.0005388,162.5091462,143.0041996,76.16807477,75.95803503,79.12642589,253.4293645,278.2870126,268.0464383,244.8804994,250.7365378,224.5112237,188.2028619,247.2616689,192.8041905,142.3184034,177.0036513,82.92336982,67.84221832,75.01933021,242.1525549,197.8847558,185.834311,195.5693907,192.6527088,172.8898542,160.5972633,153.5626126,173.4931812,175.2120025,125.2741474,156.7015157,110.7462559,102.5575581,201.9760809,202.1444528,208.1271116,213.4395789,179.7351213,176.3657653,160.6867066,132.7312861,132.5604265,124.7559827,130.1036336,63.00060926,17.33514143,13.66978437
Rps3a1,390.7062614,457.4564275,233.9008213,110.3046564,150.805684,128.0111486,132.2250502,101.2779865,179.8329349,111.1471188,119.8126482,47.77109584,89.12885408,97.63999371,88.89432034,147.2024278,112.9765626,131.6303842,101.2165335,145.5467584,139.7715968,135.8041229,87.87856667,62.69737426,80.94106562,462.7342069,461.2604357,319.9117048,213.3570989,272.3500357,315.9969354,285.1347413,287.132752,294.9573167,287.8711742,270.754242,155.9036575,195.4302385,212.1662988,353.7402501,322.1752377,272.8346111,301.8623478,314.6239151,310.6282335,324.380131,331.7342522,329.4648788,315.7485269,144.2997417,157.827029,156.1942928,477.984714,447.4866923,471.1377863,505.5265021,604.7564151,418.8176681,455.1984493,511.2089098,582.3868747,320.964738,501.3840055,215.3215057,250.6542333,307.3087689,405.7282219,334.5429596,303.9604292,352.6928756,351.4007699,263.9516249,258.5246589,252.1427836,367.0264442,352.4297931,217.4827721,347.2865101,298.4760596,277.3869768,335.0945636,329.2746365,343.1091608,186.5632191,298.8655387,276.0966463,313.5139615,220.0763504,307.3490337,87.17469545,183.6159522,51.42016108,36.5762915,36.88627096
Rps20,59.80218271,68.95562329,29.42732548,23.9824993,24.78885214,21.81891366,19.8194279,16.99086242,21.59846795,20.96447898,20.98572158,11.28272878,8.517232264,9.181019589,20.75982505,16.91310706,18.23173281,18.15768945,17.99034445,18.17522576,18.69012257,18.7580629,8.569390143,7.292646139,7.012997862,51.29248751,48.13691198,31.03187726,32.86458886,33.24393623,33.54322085,29.62955853,25.51767262,22.96062017,26.18267468,26.17535241,18.02122848,15.8311176,19.0023048,41.10856755,46.64940385,45.19047588,43.06576829,36.45480455,36.04513057,34.64472687,35.6723157,36.66399526,33.57148339,17.05196107,13.30282721,15.01437867,64.40623275,53.95897702,75.66403947,77.59093914,67.78717276,59.87952204,52.96865489,55.93165936,60.54000354,58.78013078,53.22306008,36.90112042,26.65088864,27.38271889,42.08063825,41.04713079,39.80777907,39.24516633,43.12797175,45.38869986,48.25545658,44.95961877,37.18227099,50.19336108,35.19576761,41.07291547,28.64834064,27.07948799,36.71155641,31.58550851,39.15682531,41.29152691,45.2192411,38.63316997,35.17609519,35.16161637,30.16497317,30.7797514,32.16970028,17.92044828,19.34253754,25.05026573
Rpl22,118.5880903,135.2212621,69.44757758,64.04268016,62.37868562,55.82148591,64.64670831,52.79000378,71.02177554,62.79424744,62.33124922,30.75784492,25.9784446,26.27913978,53.00073121,52.33895455,42.96621412,47.76581771,43.90531199,51.27021718,54.68783229,56.51234709,27.73826112,25.66968499,26.34562782,117.9714753,116.4370287,81.10000357,86.13270724,81.84787406,86.65793608,83.53582748,72.72951875,73.70187875,72.70704752,64.88112763,52.32439233,56.85272965,62.60982905,108.4634775,94.99742785,100.8560606,85.82076121,88.70766545,92.14913444,86.45437565,92.90593685,86.07960698,77.438366,56.48143366,45.11108369,45.86012628,132.4998268,127.8096229,128.8716654,133.888473,160.1121788,116.4906453,109.3512145,92.34674164,105.641414,89.42035816,98.42948598,74.94772441,69.33052093,79.98893195,103.5590276,97.18810294,78.80182068,90.24215999,105.692703,82.45817005,86.61770542,77.50434539,84.15922468,100.8438965,68.19411878,80.66496785,80.97873065,75.20715469,88.28368274,87.7309748,77.3670883,91.33498925,83.29916205,60.82311504,58.34765887,60.68947542,69.67707099,64.19604557,61.67775147,45.02336568,15.43253406,15.96950563
Rpl6,91.96164245,76.49846201,46.69203025,38.75952341,39.66372863,30.2430176,28.42940353,22.87114004,32.88175748,26.60208326,25.99314559,16.06980555,17.31668294,19.82670994,36.63431429,34.8722049,30.49151462,31.61178689,25.43908644,31.04927472,31.08279529,33.47941144,18.53218444,16.53212035,17.012274,92.89107692,75.56324715,54.83304537,58.42517592,59.18907413,58.29974337,50.99000788,50.14672388,48.03457713,48.90101058,44.20578921,33.20840212,30.13144386,31.97316888,75.86170246,68.72962534,71.80622439,69.17045607,66.9603847,63.45141813,63.20225199,63.6461857,56.83314193,50.3999187,32.12744485,29.52240843,27.76361833,100.1559113,92.59388525,110.3386465,112.0726343,112.0051357,89.96678501,77.07873082,67.32150107,70.36353308,69.61943993,69.14076328,38.74942773,38.38073368,47.13672616,88.07589276,67.27208043,59.73409806,70.6673891,62.70105277,53.85290452,47.59828268,53.25801603,60.11725149,53.45457923,42.41340565,60.82354435,53.93054879,52.18212241,69.60858354,71.74805671,85.4703871,80.21031313,72.04676668,66.5967462,62.4051157,50.39410732,51.09358694,38.32206003,34.36303547,21.00803841,9.185131495,9.202588978
Rpl28,15.63340654,13.88707801,8.235144655,9.115911867,9.173980852,8.387668493,6.591799563,8.950176164,5.644243744,7.917217238,8.13869672,6.742034004,4.171011811,4.279695163,8.53922172,6.425544645,9.085707409,7.128927264,10.3269732,6.044852616,7.441558519,6.100688974,4.787572609,4.148516558,3.123159596,12.10130838,8.389892475,7.249984979,9.263590214,10.01796094,7.737683039,8.744128505,7.331181885,5.250558775,8.0972567,6.818202444,4.176200498,3.680195452,5.641966748,12.63551368,13.87293121,13.17448152,13.22266954,9.466122735,8.475185173,8.342829883,9.304759007,8.196561994,6.759639014,4.567043895,3.395625692,4.440459507,14.17332241,16.33842344,17.16685919,13.09851755,14.49690482,15.84836973,10.46191052,11.42801823,8.921297443,9.268924404,8.574793209,6.72542931,5.638602063,5.698547883,13.16649401,13.53940215,9.056046728,10.70091338,10.32244466,10.004181,7.772995199,11.99388495,6.830312583,9.098309562,8.381201017,10.5179385,6.671923347,7.449150049,11.36798456,10.98273281,10.08377007,11.30288746,14.30186916,11.20933372,7.113985223,9.938949774,7.491857333,12.73285854,13.12701779,4.519500797,2.807005408,5.081496098
Rps4x,405.2967705,428.2347006,256.2478011,182.0076171,139.6360094,132.8228407,147.4615632,94.00614669,173.3511506,119.2349278,115.4820045,57.65615571,63.8477277,67.34639837,151.4999601,122.4079307,105.7833735,139.487584,92.60767835,141.1245633,130.2631716,141.6841965,66.4074121,51.68480387,48.3324361,369.3858219,347.1874402,291.0994271,279.6988919,253.6641967,316.5402195,301.5851233,262.4232543,291.1780244,254.3224236,247.8328398,172.001322,150.3376701,172.7102592,269.8340088,302.3015916,331.2626689,255.3833146,299.399967,316.4819034,307.8687569,324.6597339,309.8941422,286.1679981,166.479142,117.0617751,129.6431852,442.8199446,370.0451538,439.4848272,561.3840844,465.3608523,361.3579771,393.3407094,397.7618548,471.2424424,361.1366754,375.4063568,193.1851663,173.3114362,191.0943788,371.4206148,350.2652305,338.8935114,349.8834678,326.0988993,259.889546,250.3626907,221.826924,352.7960566,296.1964672,222.9095419,312.2566283,263.1569431,235.70416,302.3918533,310.6775536,278.4965194,311.2268005,223.9832267,228.1510356,255.3152887,191.6994951,282.1058205,182.0651541,167.7561752,42.76497594,8.422562992,6.876553795
Rpl4,1066.785559,1231.982768,605.2644534,582.0959995,593.6028394,489.3798099,427.8608622,479.279784,437.2927014,428.9282766,405.0247261,264.595793,246.1232455,268.028175,451.1548182,432.0340129,404.4060951,365.3913775,415.9755044,387.2071492,388.0513702,412.9098586,251.7616095,226.7554694,242.4490542,1342.415219,1085.1882,913.7872933,909.2726779,787.020177,842.563241,771.4411825,721.1278603,800.7665248,627.3147019,576.2815007,507.0453621,476.592775,446.1878655,1052.176618,1034.206702,1005.035258,939.4961204,870.8326994,888.8782806,885.7827566,934.4651598,760.5062587,686.5407768,545.1724839,443.1287628,394.0794054,1193.59875,1111.080423,1783.796592,1821.653188,1823.562567,1502.290269,1309.97919,1142.238895,1275.329593,1095.472443,1197.468343,775.0207861,779.2950426,817.1588675,959.8799791,844.4118854,794.6760818,830.2246499,867.1853391,821.4391148,655.4541916,777.3388244,755.9900442,747.3152116,641.723588,803.6472951,782.9426353,699.0754963,802.6981896,811.4504574,1060.810616,969.1711014,975.398471,910.931411,871.8158679,782.7388576,782.7150325,831.7001161,741.6032979,428.4765041,196.1831161,188.7383804
